Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg
 Yoshiki Takahashi Record: 30-27-3 (1 NC),"Height:5' 11""",Weight:199 lbs.,Reach:--,STANCE:Southpaw,"DOB:Mar 13, 1969  ",SLpM:2.26,Str. Acc.:51%,SApM:6.47,Str. Def:44%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:66%,Sub. Avg.:2.3,"
"
 Yoko Takahashi Record: 15-12-2,"Height:5' 8""",Weight:150 lbs.,Reach:--,STANCE:  ,"DOB:Apr 20, 1973  ",SLpM:5.11,Str. Acc.:54%,SApM:8.78,Str. Def:48%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Daiju Takase Record: 12-15-2,"Height:6' 0""",Weight:170 lbs.,Reach:--,STANCE:Southpaw,"DOB:Apr 20, 1978  ",SLpM:0.49,Str. Acc.:30%,SApM:1.64,Str. Def:47%,,TD Avg.:0.84,TD Acc.:17%,TD Def.:21%,Sub. Avg.:1.2,"
"
 Hiroyuki Takaya Record: 21-14-2,"Height:5' 6""",Weight:139 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jun 10, 1977  ",SLpM:3.18,Str. Acc.:33%,SApM:3.16,Str. Def:60%,,TD Avg.:0.90,TD Acc.:45%,TD Def.:66%,Sub. Avg.:0.0,"
"
 Yoshihiro Takayama Record: 1-4-0,"Height:6' 5""",Weight:280 lbs.,Reach:--,STANCE:Orthodox,"DOB:Sep 19, 1968  ",SLpM:3.40,Str. Acc.:54%,SApM:5.69,Str. Def:29%,,TD Avg.:0.67,TD Acc.:33%,TD Def.:55%,Sub. Avg.:0.0,"
"
 Makoto Takimoto Record: 6-5-0,"Height:5' 7""",Weight:205 lbs.,Reach:--,STANCE:Southpaw,"DOB:Dec 08, 1979  ",SLpM:1.37,Str. Acc.:39%,SApM:1.71,Str. Def:55%,,TD Avg.:1.48,TD Acc.:50%,TD Def.:25%,Sub. Avg.:1.1,"
"
 Oleg Taktarov Record: 17-5-2,"Height:6' 0""",Weight:210 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 26, 1967  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Nordine Taleb Record: 15-7-0,"Height:6' 1""",Weight:170 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Jun 10, 1981  ",SLpM:3.66,Str. Acc.:51%,SApM:2.62,Str. Def:66%,,TD Avg.:1.94,TD Acc.:76%,TD Def.:73%,Sub. Avg.:0.0,"
"
 Tsuyoshi Tamakairiki Record: 0-3-0,"Height:6' 0""",Weight:220 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:26.67,Str. Def:50%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Eli Tamez Record: 10-0-0,"Height:5' 7""",Weight:135 lbs.,Reach:--,STANCE:  ,"DOB:Aug 22, 1985  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Kiyoshi Tamura Record: 32-13-3,"Height:5' 11""",Weight:185 lbs.,Reach:--,STANCE:Southpaw,"DOB:Dec 17, 1969  ",SLpM:2.44,Str. Acc.:53%,SApM:1.44,Str. Def:60%,,TD Avg.:0.58,TD Acc.:60%,TD Def.:45%,Sub. Avg.:0.2,"
"
 Akitoshi Tamura Record: 21-18-2,"Height:5' 9""",Weight:135 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:May 31, 1980  ",SLpM:3.73,Str. Acc.:43%,SApM:1.94,Str. Def:78%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:20%,Sub. Avg.:1.0,"
"
 Issei Tamura Record: 10-8-0,"Height:5' 5""",Weight:135 lbs.,"Reach:63""",STANCE:Orthodox,"DOB:Mar 12, 1984  ",SLpM:1.89,Str. Acc.:53%,SApM:4.58,Str. Def:44%,,TD Avg.:0.92,TD Acc.:25%,TD Def.:33%,Sub. Avg.:0.0,"
"
 Jason Tan Record: 5-3-0,"Height:5' 10""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Dec 17, 1981  ",SLpM:0.69,Str. Acc.:29%,SApM:7.37,Str. Def:18%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Akihito Tanaka Record: 2-2-0,Height:--,Weight:--,Reach:--,STANCE:Southpaw,DOB:--  ,SLpM:0.19,Str. Acc.:50%,SApM:2.05,Str. Def:38%,,TD Avg.:5.59,TD Acc.:66%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Michinori Tanaka Record: 11-3-0,"Height:5' 5""",Weight:135 lbs.,"Reach:67""",STANCE:Orthodox,"DOB:Oct 04, 1990  ",SLpM:1.97,Str. Acc.:37%,SApM:1.99,Str. Def:50%,,TD Avg.:2.40,TD Acc.:38%,TD Def.:43%,Sub. Avg.:0.2,"
"
 Evan Tanner Record: 32-8-0,"Height:6' 0""",Weight:185 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Feb 11, 1971  ",SLpM:3.05,Str. Acc.:59%,SApM:2.64,Str. Def:56%,,TD Avg.:2.55,TD Acc.:43%,TD Def.:25%,Sub. Avg.:1.3,"
"
 Manny Tapia Record: 12-14-1,"Height:5' 5""",Weight:135 lbs.,"Reach:67""",STANCE:Orthodox,"DOB:Mar 14, 1981  ",SLpM:2.69,Str. Acc.:21%,SApM:4.74,Str. Def:58%,,TD Avg.:0.49,TD Acc.:40%,TD Def.:66%,Sub. Avg.:0.2,"
"
 Gary Tapusoa Record: 8-3-0,"Height:5' 7""",Weight:185 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Miesha Tate Record: 19-7-0,"Height:5' 6""",Weight:135 lbs.,"Reach:65""",STANCE:Orthodox,"DOB:Aug 18, 1986  ",SLpM:2.13,Str. Acc.:42%,SApM:2.68,Str. Def:51%,,TD Avg.:2.16,TD Acc.:32%,TD Def.:52%,Sub. Avg.:1.5,"
"
 Deividas Taurosevicius Record: 17-5-0,"Height:5' 9""",Weight:145 lbs.,"Reach:68""",STANCE:Southpaw,"DOB:Aug 28, 1977  ",SLpM:2.13,Str. Acc.:43%,SApM:1.82,Str. Def:59%,,TD Avg.:2.00,TD Acc.:28%,TD Def.:50%,Sub. Avg.:0.3,"
"
 Thiago Tavares Record: 21-7-1,"Height:5' 7""",Weight:145 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Nov 08, 1984  ",SLpM:2.00,Str. Acc.:40%,SApM:2.31,Str. Def:62%,,TD Avg.:3.83,TD Acc.:42%,TD Def.:62%,Sub. Avg.:1.5,"
"
 Jeremy Tavares Record: 1-6-0,Height:--,Weight:135 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Brad Tavares Record: 19-7-0,"Height:6' 1""",Weight:185 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Dec 21, 1987  ",SLpM:3.18,Str. Acc.:42%,SApM:2.76,Str. Def:57%,,TD Avg.:0.91,TD Acc.:27%,TD Def.:79%,Sub. Avg.:0.0,"
"
 Paul Taylor Record: 11-6-1 (1 NC),"Height:6' 0""",Weight:155 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Dec 15, 1979  ",SLpM:4.44,Str. Acc.:47%,SApM:4.47,Str. Def:55%,,TD Avg.:0.27,TD Acc.:25%,TD Def.:56%,Sub. Avg.:0.5,"
"
 Jesse Taylor Record: 31-15-0,"Height:6' 0""",Weight:170 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Jan 02, 1983  ",SLpM:1.94,Str. Acc.:65%,SApM:0.55,Str. Def:38%,,TD Avg.:7.28,TD Acc.:50%,TD Def.:100%,Sub. Avg.:3.1,"
"
 Torrance Taylor Record: 13-8-1,"Height:5' 7""",Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Louis Taylor Record: 13-4-0,"Height:5' 11""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 12, 1979  ",SLpM:2.06,Str. Acc.:32%,SApM:1.24,Str. Def:68%,,TD Avg.:2.48,TD Acc.:28%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Anthony Taylor Record: 1-3-0,"Height:5' 7""",Weight:145 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Danielle Taylor Record: 9-4-0,"Height:5' 0""",Weight:115 lbs.,"Reach:60""",STANCE:Orthodox,"DOB:Oct 25, 1989  ",SLpM:2.75,Str. Acc.:29%,SApM:3.31,Str. Def:71%,,TD Avg.:0.20,TD Acc.:20%,TD Def.:70%,Sub. Avg.:0.2,"
"
 J.T Taylor Record: 7-7-0,"Height:5' 10""",Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:3.17,Str. Acc.:80%,SApM:3.70,Str. Def:26%,,TD Avg.:3.96,TD Acc.:100%,TD Def.:0%,Sub. Avg.:7.9,"
"
 James Te Huna Record: 16-9-0,"Height:6' 2""",Weight:185 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Sep 29, 1981  ",SLpM:4.04,Str. Acc.:51%,SApM:2.99,Str. Def:62%,,TD Avg.:2.75,TD Acc.:37%,TD Def.:58%,Sub. Avg.:0.2,"
"
 Shawn Teed Record: 5-2-0,"Height:6' 5""",Weight:265 lbs.,Reach:--,STANCE:Orthodox,"DOB:Feb 13, 1992  ",SLpM:1.40,Str. Acc.:42%,SApM:13.31,Str. Def:21%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Glover Teixeira Record: 32-7-0,"Height:6' 2""",Weight:205 lbs.,"Reach:76""",STANCE:Orthodox,"DOB:Oct 28, 1979  ",SLpM:3.75,Str. Acc.:47%,SApM:3.84,Str. Def:54%,,TD Avg.:2.04,TD Acc.:40%,TD Def.:60%,Sub. Avg.:1.0,"
"
 John Teixeira Record: 21-2-2,"Height:5' 7""",Weight:145 lbs.,Reach:--,STANCE:Orthodox,"DOB:Nov 18, 1986  ",SLpM:3.36,Str. Acc.:35%,SApM:3.20,Str. Def:63%,,TD Avg.:1.00,TD Acc.:27%,TD Def.:71%,Sub. Avg.:0.7,"
"
 Ewerton Teixeira Record: 3-1-0,"Height:6' 1""",Weight:242 lbs.,Reach:--,STANCE:  ,"DOB:Feb 13, 1982  ",SLpM:2.00,Str. Acc.:39%,SApM:3.22,Str. Def:35%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:33%,Sub. Avg.:0.0,"
"
 Tra Telligman Record: 7-5-1,"Height:6' 2""",Weight:233 lbs.,Reach:--,STANCE:Orthodox,"DOB:Feb 07, 1965  ",SLpM:1.83,Str. Acc.:35%,SApM:3.02,Str. Def:56%,,TD Avg.:0.87,TD Acc.:100%,TD Def.:80%,Sub. Avg.:0.0,"
"
 Taneisha Tennant Record: 5-1-0,"Height:5' 7""",Weight:145 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Jun 15, 1989  ",SLpM:5.67,Str. Acc.:55%,SApM:3.40,Str. Def:71%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Herman Terrado Record: 15-3-1,Height:--,Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Dave Terrel Record: 7-7-0,"Height:5' 8""",Weight:170 lbs.,Reach:--,STANCE:Southpaw,"DOB:May 10, 1978  ",SLpM:2.62,Str. Acc.:43%,SApM:2.80,Str. Def:48%,,TD Avg.:3.28,TD Acc.:38%,TD Def.:100%,Sub. Avg.:0.0,"
"
 David Terrell Record: 6-2-0,"Height:6' 1""",Weight:185 lbs.,Reach:--,STANCE:Southpaw,"DOB:Jan 09, 1978  ",SLpM:2.34,Str. Acc.:63%,SApM:2.71,Str. Def:37%,,TD Avg.:5.54,TD Acc.:50%,TD Def.:0%,Sub. Avg.:5.5,"
"
 James Terry Record: 19-9-0,"Height:5' 10""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Mar 16, 1981  ",SLpM:3.23,Str. Acc.:32%,SApM:4.77,Str. Def:64%,,TD Avg.:3.31,TD Acc.:36%,TD Def.:75%,Sub. Avg.:0.0,"
"
 Jeff Terry Record: 2-3-0,"Height:6' 2""",Weight:205 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:1.09,Str. Acc.:50%,SApM:9.27,Str. Def:19%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 David Teymur Record: 8-2-0,"Height:5' 9""",Weight:155 lbs.,"Reach:73""",STANCE:Southpaw,"DOB:May 01, 1989  ",SLpM:4.69,Str. Acc.:43%,SApM:3.53,Str. Def:55%,,TD Avg.:0.94,TD Acc.:33%,TD Def.:77%,Sub. Avg.:0.0,"
"
 Daniel Teymur Record: 7-4-0,"Height:5' 5""",Weight:145 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Feb 03, 1988  ",SLpM:3.08,Str. Acc.:46%,SApM:3.93,Str. Def:56%,,TD Avg.:0.56,TD Acc.:18%,TD Def.:60%,Sub. Avg.:0.3,"
"
 Motonobu Tezuka Record: 28-12-7,"Height:5' 7""",Weight:135 lbs.,Reach:--,STANCE:Southpaw,"DOB:Aug 29, 1987  ",SLpM:0.87,Str. Acc.:23%,SApM:2.80,Str. Def:51%,,TD Avg.:1.50,TD Acc.:11%,TD Def.:0%,Sub. Avg.:0.5,"
"
 Jason Thacker Record: 0-1-0,"Height:5' 10""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 18, 1975  ",SLpM:0.63,Str. Acc.:33%,SApM:17.05,Str. Def:32%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Brandon Thatch Record: 11-5-0,"Height:6' 2""",Weight:170 lbs.,"Reach:74""",STANCE:Switch,"DOB:Jul 11, 1985  ",SLpM:2.70,Str. Acc.:42%,SApM:3.63,Str. Def:52%,,TD Avg.:1.36,TD Acc.:66%,TD Def.:50%,Sub. Avg.:0.7,"
"
 Elias Theodorou Record: 16-3-0,"Height:6' 1""",Weight:185 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:May 31, 1988  ",SLpM:4.19,Str. Acc.:42%,SApM:2.39,Str. Def:53%,,TD Avg.:1.27,TD Acc.:28%,TD Def.:59%,Sub. Avg.:0.0,"
"
 Nik Theotikos Record: 6-2-0,Height:--,Weight:185 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:5.48,Str. Def:19%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:4.8,"
"
 Paulo Thiago Record: 18-9-0,"Height:5' 11""",Weight:170 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Jan 25, 1981  ",SLpM:1.71,Str. Acc.:39%,SApM:1.99,Str. Def:63%,,TD Avg.:1.42,TD Acc.:31%,TD Def.:63%,Sub. Avg.:1.2,"
"
 Din Thomas Record: 26-9-0 (1 NC),"Height:5' 9""",Weight:155 lbs.,Reach:--,STANCE:Orthodox,"DOB:Sep 28, 1976  ",SLpM:1.85,Str. Acc.:37%,SApM:2.60,Str. Def:59%,,TD Avg.:1.38,TD Acc.:52%,TD Def.:76%,Sub. Avg.:1.2,"
"
 Ryan Thomas Record: 20-8-0,"Height:6' 0""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Nov 05, 1984  ",SLpM:2.01,Str. Acc.:36%,SApM:4.17,Str. Def:30%,,TD Avg.:5.59,TD Acc.:33%,TD Def.:0%,Sub. Avg.:2.2,"
"
 Noah Thomas Record: 14-7-0,"Height:5' 9""",Weight:135 lbs.,Reach:--,STANCE:Orthodox,"DOB:Mar 27, 1981  ",SLpM:0.44,Str. Acc.:13%,SApM:4.99,Str. Def:33%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:1.3,"
"
 Joel Thomas  Record: 5-2-0,"Height:5' 10""",Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Treston Thomison Record: 10-6-0,"Height:5' 8""",Weight:145 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Nick Thompson Record: 38-14-1,"Height:6' 1""",Weight:170 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Jun 23, 1981  ",SLpM:1.87,Str. Acc.:42%,SApM:1.80,Str. Def:49%,,TD Avg.:1.06,TD Acc.:100%,TD Def.:35%,Sub. Avg.:2.6,"
"
 James Thompson Record: 20-16-0 (1 NC),"Height:6' 5""",Weight:265 lbs.,Reach:--,STANCE:Orthodox,"DOB:Dec 16, 1978  ",SLpM:5.13,Str. Acc.:52%,SApM:3.19,Str. Def:41%,,TD Avg.:3.14,TD Acc.:36%,TD Def.:53%,Sub. Avg.:1.3,"
"
 Oli Thompson Record: 17-10-0,"Height:6' 1""",Weight:242 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jan 02, 1980  ",SLpM:1.66,Str. Acc.:46%,SApM:5.31,Str. Def:46%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:50%,Sub. Avg.:0.5,"
"
 Stephen Thompson Record: 16-5-1,"Height:6' 0""",Weight:170 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Feb 11, 1983  ",SLpM:4.06,Str. Acc.:43%,SApM:2.75,Str. Def:58%,,TD Avg.:0.30,TD Acc.:45%,TD Def.:73%,Sub. Avg.:0.0,"
"
 Josh Thomson Record: 22-9-0 (1 NC),"Height:5' 10""",Weight:155 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Sep 21, 1978  ",SLpM:2.59,Str. Acc.:47%,SApM:2.12,Str. Def:64%,,TD Avg.:1.92,TD Acc.:39%,TD Def.:54%,Sub. Avg.:1.3,"
"
 Simeon Thoresen Record: 17-6-1,"Height:6' 1""",Weight:170 lbs.,"Reach:79""",STANCE:Orthodox,"DOB:Mar 14, 1984  ",SLpM:3.85,Str. Acc.:43%,SApM:3.85,Str. Def:64%,,TD Avg.:1.12,TD Acc.:40%,TD Def.:50%,Sub. Avg.:1.7,"
"
 Josh Thornburg Record: 8-8-0,"Height:6' 0""",Weight:170 lbs.,Reach:--,STANCE:  ,"DOB:May 24, 1984  ",SLpM:1.20,Str. Acc.:50%,SApM:3.13,Str. Def:38%,,TD Avg.:2.00,TD Acc.:66%,TD Def.:42%,Sub. Avg.:2.0,"
"
 Gleison Tibau Record: 33-14-0,"Height:5' 10""",Weight:155 lbs.,"Reach:71""",STANCE:Southpaw,"DOB:Oct 07, 1983  ",SLpM:1.95,Str. Acc.:31%,SApM:2.51,Str. Def:63%,,TD Avg.:4.08,TD Acc.:53%,TD Def.:92%,Sub. Avg.:0.8,"
"
 Chris Tickle Record: 9-9-0,"Height:5' 9""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Feb 01, 1982  ",SLpM:1.07,Str. Acc.:40%,SApM:1.13,Str. Def:43%,,TD Avg.:1.00,TD Acc.:25%,TD Def.:20%,Sub. Avg.:2.0,"
"
 Nolan Ticman Record: 4-3-0,"Height:5' 6""",Weight:125 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 17, 1988  ",SLpM:2.57,Str. Acc.:47%,SApM:2.53,Str. Def:67%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:60%,Sub. Avg.:0.0,"
"
 Darren Till Record: 18-3-1,"Height:6' 0""",Weight:185 lbs.,"Reach:74""",STANCE:Southpaw,"DOB:Dec 24, 1992  ",SLpM:2.27,Str. Acc.:46%,SApM:2.99,Str. Def:58%,,TD Avg.:0.54,TD Acc.:41%,TD Def.:82%,Sub. Avg.:0.0,"
"
 Brett Tillis Record: 0-0-0,Height:--,Weight:145 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Ryan Tobar Record: 3-3-0,Height:--,Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Andrew Todhunter Record: 8-0-0,"Height:6' 0""",Weight:185 lbs.,Reach:--,STANCE:Switch,"DOB:Nov 30, 1987  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Dusko Todorovic Record: 10-2-0,"Height:6' 1""",Weight:185 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:May 19, 1994  ",SLpM:5.71,Str. Acc.:54%,SApM:5.18,Str. Def:48%,,TD Avg.:0.35,TD Acc.:5%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Hideo Tokoro Record: 34-29-2,"Height:5' 7""",Weight:135 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 22, 1977  ",SLpM:1.78,Str. Acc.:37%,SApM:2.01,Str. Def:65%,,TD Avg.:0.87,TD Acc.:34%,TD Def.:44%,Sub. Avg.:2.3,"
"
 Anatoly Tokov Record: 25-2-0,"Height:5' 10""",Weight:185 lbs.,Reach:--,STANCE:  ,"DOB:Feb 17, 1990  ",SLpM:3.51,Str. Acc.:72%,SApM:0.54,Str. Def:66%,,TD Avg.:2.03,TD Acc.:100%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Kazuki Tokudome Record: 18-7-1,"Height:5' 11""",Weight:155 lbs.,"Reach:73""",STANCE:Southpaw,"DOB:Mar 04, 1987  ",SLpM:2.26,Str. Acc.:41%,SApM:3.63,Str. Def:53%,,TD Avg.:2.00,TD Acc.:38%,TD Def.:78%,Sub. Avg.:0.0,"
"
 Tyler Toner Record: 15-7-0 (1 NC),"Height:5' 8""",Weight:145 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Mar 31, 1983  ",SLpM:2.95,Str. Acc.:52%,SApM:2.13,Str. Def:62%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:54%,Sub. Avg.:0.4,"
"
 James Toney Record: 0-1-0,"Height:5' 9""",Weight:220 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 24, 1968  ",SLpM:0.00,Str. Acc.:0%,SApM:2.41,Str. Def:27%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Masanori Tonooka Record: 1-2-0,"Height:5' 8""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.16,Str. Acc.:5%,SApM:1.09,Str. Def:36%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Carl Toomey Record: 3-3-0,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Ilia Topuria Record: 11-0-0,"Height:5' 7""",Weight:145 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Jan 21, 1997  ",SLpM:2.77,Str. Acc.:48%,SApM:1.92,Str. Def:64%,,TD Avg.:3.35,TD Acc.:55%,TD Def.:100%,Sub. Avg.:3.4,"
"
 Anthony Torres Record: 5-3-0,"Height:5' 8""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jul 31, 1978  ",SLpM:3.54,Str. Acc.:48%,SApM:7.52,Str. Def:45%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:2.2,"
"
 Miguel Torres Record: 44-9-0,"Height:5' 9""",Weight:135 lbs.,"Reach:76""",STANCE:Orthodox,"DOB:Jan 18, 1981  ",SLpM:3.98,Str. Acc.:43%,SApM:1.86,Str. Def:74%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:17%,Sub. Avg.:1.6,"
"
 Ronys Torres Record: 35-5-0,"Height:5' 7""",Weight:155 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 13, 1975  ",SLpM:0.87,Str. Acc.:26%,SApM:1.93,Str. Def:57%,,TD Avg.:4.00,TD Acc.:47%,TD Def.:16%,Sub. Avg.:0.5,"
"
 Haven Torres Record: 0-0-0,Height:--,Weight:125 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Tecia Torres Record: 13-5-0,"Height:5' 1""",Weight:115 lbs.,"Reach:60""",STANCE:Orthodox,"DOB:Aug 16, 1989  ",SLpM:4.71,Str. Acc.:48%,SApM:3.61,Str. Def:60%,,TD Avg.:0.71,TD Acc.:15%,TD Def.:58%,Sub. Avg.:0.1,"
"
 Alex Torres Record: 5-4-0,"Height:5' 10""",Weight:145 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 29, 1988  ",SLpM:2.47,Str. Acc.:37%,SApM:2.73,Str. Def:69%,,TD Avg.:2.00,TD Acc.:22%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Abram Torres Record: 4-3-0,"Height:5' 10""",Weight:170 lbs.,Reach:--,STANCE:  ,"DOB:Oct 29, 1982  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jose Torres Record: 8-1-0,"Height:5' 4""",Weight:125 lbs.,"Reach:65""",STANCE:Orthodox,"DOB:Aug 02, 1992  ",SLpM:4.37,Str. Acc.:36%,SApM:9.84,Str. Def:50%,,TD Avg.:1.28,TD Acc.:33%,TD Def.:75%,Sub. Avg.:0.0,"
"
 Desmond Torres Record: 7-2-0,"Height:5' 6""",Weight:135 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Jan 06, 1997  ",SLpM:4.80,Str. Acc.:64%,SApM:11.78,Str. Def:48%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
